,state,city,lattitude,longitude,distance_from_centroid,state_count,Cluster
1267,Maharashtra,Aurangabad,19.9116134,75.348291,110456.92910397906,260,0
1268,Maharashtra,Aurangabad,19.8942375,75.3280838,110456.94931119116,260,0
1269,Maharashtra,Baramati,18.206925,74.6085667,110457.6688424875,260,0
1270,Maharashtra,Maharashtra,19.9519,73.7541,110458.52329496147,260,0
1271,Maharashtra,Maharashtra,19.9519,73.7541,110458.52329496147,260,0
1272,Odisha,Bhubaneswar,20.227001,85.840966,110446.4364292343,39,0
1273,Odisha,Cuttack,20.40517,85.879782,110446.39761377657,39,0
1274,Odisha,Balasore,21.497869,86.88961,110445.3877953891,39,0
1275,Odisha,Sambalpur,21.498344,83.956558,110448.32084739536,39,0
1276,Odisha,Jeypore,18.8580983,82.5899867,110449.68741395508,39,0
1277,Odisha,Bhubaneswar,20.240856,86.758382,110445.51901326615,39,0
1278,Odisha,Bhubaneswar,20.296189,85.8040445,110446.47335091075,39,0
1279,Odisha,Bhubaneswar,20.3066647,85.8528189,110446.42457654122,39,0
1280,Odisha,Bhubaneswar,20.2854839,85.8093251,110446.4680702806,39,0
1281,Odisha,Cuttack,20.529316,85.949237,110446.32815932434,39,0
1282,Odisha,Keonjhar,20.9187324,86.2169827,110446.06041624791,39,0
1283,Odisha,Angul,20.8317557,85.2416603,110447.03573794283,39,0
1284,Odisha,Kalinganagar,20.9502562,85.989753,110446.28764622037,39,0
1285,Odisha,Bhubaneswar,20.3395267,85.80065,110446.47674554333,39,0
1286,Odisha,Bhubaneswar,20.2996381,85.8309336,110446.44646182068,39,0
1287,Odisha,Angul,20.832862,85.2382584,110447.03913985136,39,0
1288,Odisha,Bhubaneswar,20.3,85.82,110446.4573954217,39,0
1289,Punjab,Chandigarh,30.69649,76.79662,110455.4812948269,24,0
1290,Maharashtra,Pune,18.6209574,73.8299842,110458.44741911761,260,0
1291,Puducherry,Puducherry,11.8945141,79.8026819,110452.47500899463,3,0
1292,Punjab,MOHALI ,30.661356,76.731482,110455.5464294234,24,0
1293,Punjab,Ludhiana,30.857873,75.936632,110456.34129859824,24,0
1294,Punjab,Chandigarh,30.6990516,76.7855313,110455.49238377539,24,0
1295,Punjab,Chandigarh,30.731143,76.836682,110455.4412361946,24,0
1296,Punjab,Mohali,30.679836,76.746633,110455.5312802121,24,0
1297,Punjab,Ludhiana,30.9491373,75.826643,110456.45129662329,24,0
1298,Punjab,Amritsar,31.6461759,74.878269,110457.39974203886,24,0
1299,Andhra Pradesh,Rajahmundry,16.9833296,81.7980427,110450.47939290776,67,0
1300,Rajasthan,Jaipur,26.833144,75.7951,110456.4825075602,69,0
1301,Rajasthan,Udaipur,24.574885,73.746285,110458.53120553069,69,0
1302,Rajasthan,Ajmer,26.4267566,74.6819745,110457.59560859179,69,0
1303,Rajasthan,Jaipur,26.972289,75.777332,110456.500284281,69,0
1304,Rajasthan,Jaipur,26.7775967,75.8392813,110456.43832282786,69,0
1305,Rajasthan,Jaipur,26.9013221,75.8354512,110456.44216061142,69,0
1306,Rajasthan,Udaipur,24.581106,73.696687,110458.58080378959,69,0
1307,Rajasthan,Jaipur,26.8643722,75.7957703,110456.48183920217,69,0
1308,Rajasthan,Sayri,27.1590851,75.9603844,110456.31724386432,69,0
1309,Rajasthan,Bhilwara,25.38240223,74.61958377,110457.6579433053,69,0
1310,Rajasthan,Chittorgarh,24.8276645,74.6272935,110457.65020783612,69,0
1311,Rajasthan,Dausa,26.912864,76.466964,110455.81064853648,69,0
1312,Rajasthan,Jaipur,27.2377252,75.9485975,110456.32903590355,69,0
1313,Rajasthan,Ajmer,26.487745,74.6293164,110457.64827026811,69,0
1314,Rajasthan,Beesalpur,25.936068,75.458672,110456.8188835439,69,0
1315,Rajasthan,Shahjahanpur,28.0088483,76.4639783,110455.81370846511,69,0
1316,Rajasthan,Jaipur,26.8923514,75.8257073,110456.45190394964,69,0
1317,Rajasthan,Shahpura,27.4914624,76.0530077,110456.22464266763,69,0
1318,Rajasthan,Jaipur,26.9206169,75.7975173,110456.48009572206,69,0
1319,Rajasthan,Jodhpur,26.20977,73.0650083,110459.21256233798,69,0
1320,Rajasthan,Salasar,27.7363007,74.7426386,110457.5350286859,69,0
1321,Rajasthan,Jaipur,26.9013484,75.7850126,110456.49259921296,69,0
1322,Rajasthan,Udaipur,24.57444,73.72351,110458.55398051215,69,0
1323,Rajasthan,Sikar,27.3449069,75.6020031,110456.6756373974,69,0
1324,Sikkim,Gangtok,27.305524,88.585965,110443.69167290702,2,0
1325,Gujarat,Surat,21.221,72.8733,110459.40410193,78,0
1326,Tamil Nadu,ATTUR,11.591985,78.627219,110453.65049445147,176,0
1327,Tamil Nadu,AVINASHI,11.175093,77.263374,110455.014371893,176,0
1328,Tamil Nadu,COIMBATORE,11.008935,76.95954,110455.31821926215,176,0
1329,Tamil Nadu,KRISHNAGIRI,12.582141,78.157101,110454.12054169526,176,0
1330,Tamil Nadu,SANKAGIRI,11.519342,77.935042,110454.3426769899,176,0
1331,Tamil Nadu,Perambalur,11.2064644,78.8812406,110453.39650280181,176,0
1332,Tamil Nadu,Ulundurpet,11.7194357,79.3364597,110452.94124414827,176,0
1333,Tamil Nadu,Kodaikanal,10.2428087,77.4983634,110454.77946074464,176,0
1334,Tamil Nadu,Shoolagiri,12.6462747,78.0470111,110454.2306273182,176,0
1335,Tamil Nadu,THINDIVANAM,12.297694,79.73365,110452.54401211649,176,0
1336,Tamil Nadu,Chennai,13.088249,80.285359,110451.99225096178,176,0
1337,Tamil Nadu,Chennai,13.088249,80.285359,110451.99225096178,176,0
1338,Tamil Nadu,Chennai,13.079097,80.261538,110452.01607253315,176,0
1339,Tamil Nadu,Chennai,13.079097,80.261538,110452.01607253315,176,0
1340,Tamil Nadu,Chennai,13.0237,80.2282,110452.04941400808,176,0
1341,Tamil Nadu,Chennai,13.0853,80.2016,110452.07601014565,176,0
1342,Tamil Nadu,Chennai,13.0853,80.2016,110452.07601014565,176,0
1343,Tamil Nadu,Rasipuram,11.4922712,78.1535774,110454.12414366743,176,0
1344,Tamil Nadu,Palani,10.4425816,77.5203903,110454.75741641445,176,0
1345,Tamil Nadu,Omalur,11.7592238,78.4273441,110453.85035677729,176,0
1346,Tamil Nadu,Thirumangalam,9.7590386,77.9791582,110454.29870965275,176,0
1347,Tamil Nadu,Vadippatti,10.0804337,77.9776792,110454.30015938004,176,0
1348,Tamil Nadu,Chennai,13.00777749,80.20730884,110452.07030617197,176,0
1349,Tamil Nadu,Villupuram,12.24034498,79.66228159,110452.61538452994,176,0
1350,Tamil Nadu,Ambur,12.77988445,78.71776971,110453.55985991938,176,0
1351,Tamil Nadu,Namakkal,11.19362344,78.10483415,110454.17291027009,176,0
1352,Tamil Nadu,Madurai,9.987081053,78.24154444,110454.03630254733,176,0
1353,Tamil Nadu,Krishnagiri,12.54250304,78.20153274,110454.07611261727,176,0
1354,Tamil Nadu,Vellore,12.9023796,78.93386744,110453.34375427275,176,0
1355,Tamil Nadu,Erode,11.30199446,77.60004376,110454.67769209109,176,0
1356,Tamil Nadu,Mahabalipuram,12.6238399,80.1945931,110452.08304681482,176,0
1357,Tamil Nadu,Chennai,13.0615444,80.2614559,110452.0161557312,176,0
1358,Tamil Nadu,Chennai,12.92976,80.23164,110452.04597996434,176,0
1359,Tamil Nadu,Chennai,13.05647,80.21116,110452.06645194905,176,0
1360,Tamil Nadu,Chennai,13.07656,80.2021,110452.07551069157,176,0
1361,Tamil Nadu,Chennai,13.03001,80.24211,110452.03550361088,176,0
1362,Tamil Nadu,Coimbatore,11.04991,77.05765,110455.22010594213,176,0
1363,Tamil Nadu,Madurai,9.862428,78.021557,110454.25630133419,176,0
1364,Tamil Nadu,Vellore,12.945336,79.200662,110453.07695696913,176,0
1365,Tamil Nadu,Chennai,12.950258,80.176003,110452.10161565774,176,0
1366,Telangana,Bhuvanagiri,17.522471,78.924306,110453.35311629564,82,0
1367,Tamil Nadu,Chennai,13.04774,80.25418,110452.02343249672,176,0
1368,Tamil Nadu,Krishnagiri,12.5306064,78.2375165,110454.04012965906,176,0
1369,Tamil Nadu,Salem,11.682985,78.1260402,110454.15166637691,176,0
1370,Tamil Nadu,Coimbatore,11.022849,76.951635,110455.32612313291,176,0
1371,Tamil Nadu,Chennai,13.0883447,80.1704698,110452.10714015558,176,0
1372,Tamil Nadu,Chennai,13.0080236,80.22165,110452.05596499646,176,0
1373,Tamil Nadu,Chengampalli,11.213022,77.441968,110454.8357748766,176,0
1374,Tamil Nadu,Chennai,12.730596,80.00463,110452.27300285608,176,0
1375,Tamil Nadu,Chennai,12.875613,80.227372,110452.05025143381,176,0
1376,Tamil Nadu,Coimbatore,11.00269216,77.0387079,110455.23905186959,176,0
1377,Tamil Nadu,Mahabalipuram,12.6325138,80.1958391,110452.08180023749,176,0
1378,Tamil Nadu,Chennai,13.033655,80.255285,110452.02232838162,176,0
1379,Tamil Nadu,Madurai,9.938364,78.150085,110454.12776640516,176,0
1380,Tamil Nadu,Dindigul,10.3811273,77.99681425,110454.28099778968,176,0
1381,Tamil Nadu,Madurai,9.9642326,78.0650107,110454.21283835608,176,0
1382,Tamil Nadu,Chennai,13.0417246,80.1258208,110452.15179207416,176,0
1383,Tamil Nadu,Ooty,11.3459974,76.801575,110455.4761574003,176,0
1384,Telangana,Hyderabad,17.437257,78.4522943,110453.82512992428,82,0
1385,Telangana,Hyderabad,17.45345,78.38334,110453.89408385269,82,0
1386,Telangana,Hyderabad,17.48081,78.57715,110453.70027323032,82,0
1387,Telangana,Hyderabad,17.4226,78.46136,110453.81606456268,82,0
1388,Telangana,Hyderabad,17.359176,78.426285,110453.85114104932,82,0
1389,Telangana,Hyderabad,17.531882,78.485644,110453.79177808655,82,0
1390,Telangana,Hyderabad,17.457774,78.36396,110453.91346375388,82,0
1391,Telangana,Suryapet,17.150628,79.577475,110452.69995619482,82,0
1392,Telangana,Madgulapally,16.991031,79.44047,110452.83696539822,82,0
1393,Telangana,Karimnagar,18.417928,79.13639,110453.1410160026,82,0
1394,Telangana,Hyderabad,17.490308,78.354536,110453.92288701577,82,0
1395,Telangana,Hyderabad,17.423858,78.347334,110453.93009053351,82,0
1396,Telangana,Secunderabad,17.478362,78.4737723,110453.80365098569,82,0
1397,Telangana,Hyderabad,17.4368304,78.3983261,110453.8790981341,82,0
1398,Telangana,HYDERABAD,17.494851,78.336467,110453.94095591345,82,0
1399,Telangana,HYDERABAD,17.435968,78.40003,110453.87739425397,82,0
1400,Telangana,HYDERABAD,17.523923,78.430328,110453.84709426323,82,0
1401,Telangana,HYDERABAD,17.438229,78.457263,110453.82016120192,82,0
1402,Telangana,HYDERABAD,17.444838,78.466949,110453.81047505005,82,0
1403,Uttar Pradesh,Ayodhya,26.755089,82.141261,110450.13634175685,87,0
1404,Uttar Pradesh,KOSI KALAN,27.832687,77.418785,110454.85888910301,87,0
1405,Uttar Pradesh,Noida,28.45782,77.52322,110454.75450031599,87,0
1406,Uttar Pradesh,Kanpur,26.482346,80.329394,110451.94819236003,87,0
1407,Uttar Pradesh,Lucknow,26.872061,81.036465,110451.24114499186,87,0
1408,Uttar Pradesh,Agra,27.21132,77.99742,110454.28021167607,87,0
1409,Uttar Pradesh,Bareilly,28.382444,79.3860164,110452.89169816166,87,0
1410,Uttar Pradesh,Gaya,24.525355,84.932182,110447.34530649085,87,0
1411,Uttar Pradesh,Agra,27.200798,78.008796,110454.26883498773,87,0
1412,Uttar Pradesh,Muzaffarnagar,29.4585464,77.7397628,110454.53803886031,87,0
1413,Uttar Pradesh,Lucknow,26.900894,80.964231,110451.31338079464,87,0
1414,Uttar Pradesh,Noida,28.59093,77.31969,110454.95804061237,87,0
1415,Uttar Pradesh,Lucknow,26.86372513,81.01027566,110451.26733381196,87,0
1416,Uttar Pradesh,Ghaziabad,28.6461808,77.3207891,110454.9569458335,87,0
1417,Uttar Pradesh,Lucknow,26.892843,81.0728,110451.20481129068,87,0
1418,Delhi NCR,Delhi,28.6197025,77.3411839,110454.93654895927,53,0
1419,Uttar Pradesh,Ghaziabad,28.6195483,77.4838183,110454.79391454766,87,0
1420,Uttar Pradesh,Ghaziabad,28.7712124,78.0976854,110454.18005941667,87,0
1421,Uttar Pradesh,Muzaffarnagar,29.4118349,77.7006719,110454.57712576151,87,0
1422,Uttar Pradesh,Muzaffarnagar,29.5248148,77.7195782,110454.55822916693,87,0
1423,Uttar Pradesh,Muzaffarnagar,29.3097043,77.7221041,110454.5556848877,87,0
1424,Uttar Pradesh,Muzaffarnagar,29.3313177,77.721274,110454.55651681544,87,0
1425,Uttar Pradesh,Agra,27.22078133,77.93095398,110454.34667831576,87,0
1426,Uttar Pradesh,Ghaziabad,28.6466309,77.384303,110454.89343196903,87,0
1427,Uttarakhand,Ramnagar,29.313755,79.1950917,110453.08269763518,22,0
1428,Uttar Pradesh,Bareilly,28.3826,79.386066,110452.89164857352,87,0
1429,Uttarakhand,Dehradun,30.2683877,77.984897,110454.2929771265,22,0
1430,Uttarakhand,Dehradun,30.3662595,78.070528,110454.20735528668,22,0
1431,Uttarakhand,Haridwar,29.9787383,78.1818067,110454.09604082718,22,0
1432,Uttarakhand,Haridwar,29.9512388,78.0759131,110454.2019319408,22,0
1433,Uttarakhand,Haridwar,29.9276885,78.0648679,110454.21297501723,22,0
1434,Uttarakhand,Dehradun,30.3430197,77.9539417,110454.3239394033,22,0
1435,West Bengal,Kolkata,22.531074,88.385612,110443.89181242247,56,0
1436,West Bengal,Bardhaman,23.2738959,87.8094992,110444.46794487872,56,0
1437,West Bengal,Coochbehar,26.323416,89.484913,110442.79266413311,56,0
1438,West Bengal,Siliguri,26.750937,88.439995,110443.83760751408,56,0
1439,West Bengal,Kolkata,22.547449,88.349602,110443.92782280192,56,0
1440,West Bengal,Kolkata,22.620585,88.461154,110443.81627252638,56,0
1441,West Bengal,Kolkata,22.607396,88.392281,110443.88514521183,56,0
1442,West Bengal,Bayarmari,22.4380501,88.763395,110443.51402731298,56,0
1443,West Bengal,Digha,21.624423,87.528599,110444.74880820102,56,0
1444,West Bengal,Darjeeling,26.7006026,88.3293524,110443.94824703946,56,0
1445,Telangana,Hyderabad,17.4,78.45,110453.82742508825,82,0
1446,Telangana,Palem,16.42,77.94,110454.33745232585,82,0
1447,Telangana,Hyderabad,17.56,78.48,110453.79742146694,82,0
1448,Telangana,Hyderabad,17.42,78.35,110453.92742462286,82,0
1449,Andhra Pradesh,Kodikonda,13.83,77.74,110454.53756616676,67,0
1450,Andhra Pradesh,Ananthapur,14.65,77.58,110454.69752355412,67,0
1451,Maharashtra,Navi Mumbai,19.0685788,73.022744,110459.25465471747,260,0
1452,Maharashtra,Lonavala,18.76284112,73.4267514,110458.85065026312,260,0
1453,Karnataka,Bengaluru,12.9778518,77.7566714,110454.52094550013,134,0
1454,Maharashtra,Pune,18.51848416,73.94137686,110458.33602776586,260,0
1455,Maharashtra,Navi Mumbai,19.0685788,73.022744,110459.25465471747,260,0
1456,Maharashtra,Mumbai,19.04527839,72.84168159,110459.43571732217,260,0
1457,Maharashtra,Sajgaon,18.79344,73.297239,110458.98016233019,260,0
1458,Maharashtra,Navi Mumbai,19.0685788,73.022744,110459.25465471747,260,0
1459,Maharashtra,Belgavi,15.87491249,74.51340824,110457.76406299655,260,0
1460,Maharashtra,Karad,17.2976094,74.16633302,110458.11109450602,260,0
1461,Tamil Nadu,Chennai,13.04691388,80.0793241,110452.19828844821,176,0
1462,Tamil Nadu,Pondicherry,12.06587465,79.88027083,110452.3974076537,176,0
1463,Tamil Nadu,Chidambaram,11.40802995,79.67390344,110452.6038241375,176,0
1464,Tamil Nadu,Ooty,11.42,76.7,110455.57772664026,176,0
1465,Tamil Nadu,Pallikonda,12.9071309,78.9620183,110453.31560310847,176,0
1466,Karnataka,Tumkur,13.2852419,77.1829955,110455.09460234032,134,0
1467,Tamil Nadu,Alappuzha,9.5188743,76.3274171,110455.95047323006,176,0
1468,Kerala,Adoor,9.1621728,76.7219365,110455.55598819035,93,0
1469,Tamil Nadu,"Vandalur, Chennai",12.8735113,80.0785537,110452.1990698687,176,0
1470,Tamil Nadu,Karur,10.9577783,78.0605855,110454.21717793251,176,0
1471,Tamil Nadu,CHENNAI,12.99431,80.18706,110452.09055586287,176,0
1472,Tamil Nadu,CHENGALPATTU,12.78326,80.01671,110452.26091941216,176,0
1473,Tamil Nadu,CHENGALPATTU,12.43395,79.83235,110452.44530272385,176,0
1474,Tamil Nadu,VILLUPURAM,12.16381,79.61146,110452.66621150926,176,0
1475,Tamil Nadu,VILLUPURAM,12.06382,79.54755,110452.7301286301,176,0
1476,Tamil Nadu,KALLAKURICHI,11.71881,79.33575,110452.94195389508,176,0
1477,Tamil Nadu,TRICHY,11.03248,78.80801,110453.46974735842,176,0
1478,Tamil Nadu,TRICHY,11.00462,78.78876,110453.48899961873,176,0
1479,Tamil Nadu,MADURAI,10.02184,78.31352,110453.96432384844,176,0
1480,Tamil Nadu,MADURAI,9.9445,78.15418,110454.1236708475,176,0
1481,Gujarat,Vapi,20.38000422,72.914853,110459.36254268246,78,0
1482,Maharashtra,Kasara,19.62751783,73.44803503,110458.82936049008,260,0
1483,Maharashtra,Sangli,18.79104859,73.29845541,110458.97894594591,260,0
1484,Maharashtra,Mumbai,19.133659,72.900817,110459.37658119969,260,0
1485,Maharashtra,Mumbai,18.9862222,72.8149436,110459.46245582766,260,0
1486,Rajasthan,Behror,27.857413,76.2640464,110456.01362946072,69,0
1487,Uttar Pradesh,Aligarh,28.0236646,77.9738421,110454.3038457471,87,0
1488,Karnataka,Bengaluru,12.9792332,77.728456,110454.54916081252,134,0
1489,West Bengal,Kolkata,22.52299,88.29081,110443.98661423601,56,0
1490,West Bengal,Durgapur,23.498815,87.377675,110444.89977601566,56,0
1491,West Bengal,Digha,21.623312,87.508939,110444.76846818447,56,0
1492,Uttarakhand,Rudrapur,29.006961,79.401351,110452.87641283635,22,0
1493,Uttarakhand,Nainital,29.458587,79.145012,110453.13278966899,22,0
1494,Uttarakhand,Haridwar,29.947655,78.155635,110454.12220971764,22,0
1495,Uttarakhand,Haridwar,29.947749,78.075249,110454.20259572579,22,0
1496,Uttar Pradesh,Noida,28.592257,77.322172,110454.95555871584,87,0
1497,Uttar Pradesh,Noida,28.346036,77.513608,110454.76410379262,87,0
1498,Uttar Pradesh,Meerut,28.9482803,77.6754855,110454.60227355042,87,0
1499,Uttar Pradesh,Lucknow,26.7737236,80.9005077,110451.37709619914,87,0
1500,Tripura,Agartala,23.8620683,91.2822391,110440.99522408909,1,0
1501,Telangana,Hyderabad,17.517565,78.380926,110453.89649640478,82,0
1502,Telangana,Hyderabad,17.561621,78.4303171,110453.8471043314,82,0
1503,Tamil Nadu,Hosur,12.7170751,77.876026,110454.40160773971,176,0
1504,Rajasthan,Jaipur,26.88776,75.7680401,110456.50957086228,69,0
1505,Rajasthan,Jaipur,26.9142719,75.7533201,110456.52429252346,69,0
1506,Rajasthan,Ajmer,26.409926,74.661819,110457.61576311072,69,0
1507,Punjab,Amritsar,31.599201,74.89145,110457.38655608754,24,0
1508,Odisha,Kalinganagar,20.97918833,86.0273,110446.25009947835,39,0
1509,Andaman,Port Blair,11.630305,92.724835,110439.55287558834,1,0
1510,Assam,Guwahati,26.1474785,91.8145291,110440.46303807157,10,0
1511,Bihar,Purnea,25.7952561,87.5593019,110444.71824615746,9,0
1512,Chhattisgarh,Raipur,21.255366,81.62943,110450.64797232207,18,0
1513,Maharashtra,Pune,18.095949,75.068207,110457.20920402464,260,0
1514,Maharashtra,Pune,18.567199,73.812297,110458.46510699208,260,0
1515,Maharashtra,Panvel,18.98164,73.11555,110459.16184946898,260,0
1516,Maharashtra,Navi Mumbai,19.03639,73.029907,110459.24749198773,260,0
1517,Delhi,Delhi,28.7036992,77.2044734,110455.07326606101,126,0
1518,Delhi,Delhi,28.709831,77.17765,110455.10008994538,126,0
1519,Delhi,Delhi,28.6912791,77.1523963,110455.12534218059,126,0
1520,Maharashtra,Nagpur,21.154062,79.013159,110453.26424219857,260,0
1521,Maharashtra,Mumbai,18.92279506,72.83351898,110459.44388103647,260,0
1522,Delhi,Delhi,28.6981417,77.1164514,110455.16128762193,126,0
1523,Delhi,Delhi,28.6321091,77.1372683,110455.1404655298,126,0
1524,Maharashtra,Mumbai,19.118831,72.87823,110459.39916831428,260,0
1525,Delhi,Delhi,28.735847,77.093263,110455.18447900437,126,0
1526,Delhi,Delhi,28.6591233,77.1436388,110455.13409714919,126,0
1527,Delhi,Delhi,28.6449172,77.2025135,110455.07522133402,126,0
1528,Maharashtra,Mumbai,19.094122,72.85223,110459.42516850967,260,0
1529,Gujarat,Ahmedabad,23.076996,72.5896645,110459.68777387578,78,0
1530,Gujarat,Ahmedabad,23.047141,72.531013,110459.74642454273,78,0
1531,Gujarat,Ahmedabad,22.922329,72.711943,110459.56549114754,78,0
1532,Gujarat,Ahmedabad,23.03577,72.51,110459.76743722755,78,0
1533,Gujarat,Ahmedabad,22.973461,72.582288,110459.69514752139,78,0
1534,Gujarat,Rajkot,22.269902,70.741577,110461.53584169467,78,0
1535,Gujarat,Vapi,20.414322,72.91809,110459.35930581208,78,0
1536,Haryana,Faridabad,28.3628,77.314851,110454.96286206305,62,0
1537,Maharashtra,Mumbai,19.068262,72.890964,110459.38643472009,260,0
1538,Maharashtra,Chouk,18.90173,73.23436,110459.04304022009,260,0
1539,Maharashtra,Ahmednagar,19.26433634,74.82719974,110457.45019753587,260,0
1540,Madhya Pradesh,Bhopal,23.1891128,77.4515544,110454.82588717826,20,0
1541,Kerala,Pathanamthitta,9.2744022,76.7637408,110455.51417295607,93,0
1542,Kerala,Munnar,10.0297934,77.0458592,110455.23198392653,93,0
1543,Haryana,Gurgaon,28.3904593,76.9592003,110455.31851486467,62,0
1544,Haryana,Gurgaon,28.411072,77.040546,110455.23717073636,62,0
1545,Jammu & Kashmir,Jammu,32.7064117,74.8792033,110457.39892480685,7,0
1546,Karnataka,Mangalore,12.885716,74.843476,110457.43414677333,134,0
