,state,city,lattitude,longitude,distance_from_centroid,state_count,Cluster
373,Puducherry,goa,15.2697635073183,73.9549504486853,110458.32254493458,3,0
374,Jammu & Kashmir,gurugram,28.4195244,77.0885144,110455.189202982,7,0
376,Madhya Pradesh,guwahati,26.1763362,91.7404708,110440.53709798679,20,0
377,Delhi,ahmedabad,23.0735526,72.520875,110459.75656327925,126,0
378,Maharashtra,ghaziabad,28.6635603,77.3740057,110454.90373059864,260,0
379,Delhi,guwahati,26.112203,91.7241576,110440.55340760709,126,0
380,Delhi,faridabad,28.3520623,77.3007942,110454.97691804862,126,0
381,Punjab,guwahati,26.172606,91.7293442,110440.54822437753,24,0
382,Rajasthan,bengaluru,12.904089,77.662251,110454.61537060063,69,0
383,Rajasthan,belgaum,15.868772,74.487863,110457.78960846491,69,0
384,Rajasthan,guwahati,26.170766,91.7608176,110440.51675087442,69,0
385,Delhi,vijayawada,16.5007264,80.6574292,110451.6200205549,126,0
386,Maharashtra,chennai,13.1221926,80.1890017,110452.0886061489,260,0
387,Maharashtra,tirupati,13.6226445,79.414697,110452.86288090938,260,0
388,Maharashtra,visakhapatnam,17.8083501,83.3888006,110448.88861570599,260,0
389,Maharashtra,aurangabad,19.871912330989,75.3251880766865,110456.95220693405,260,0
390,Maharashtra,malappuram,11.0522217,76.0753978,110456.20235795206,260,0
391,Tamil Nadu,tirur,10.9235812,75.9131205,110456.36464572388,176,0
392,Kerala,kolhapur,16.7075794321683,74.2510693844606,110458.0263740455,93,0
393,Gujarat,bengaluru,12.982706,77.560699,110454.71691759212,78,0
394,Andhra Pradesh,chennai,12.6238102,80.1947665,110452.0828734168,67,0
395,Telangana,kannur,11.868744605859,75.3660221268055,110456.91167064525,82,0
396,Andhra Pradesh,kannur,11.7455443615496,75.4950197030621,110456.78268218503,67,0
397,Andhra Pradesh,noida,28.58066,77.37497,110454.90275981238,67,0
398,Andhra Pradesh,kannur,12.0256266201313,75.367177336021,110456.91050402714,67,0
399,Telangana,malappuram,10.8878,76.189669,110456.08810016433,82,0
400,Telangana,bengaluru,13.008305,77.571179,110454.70643597342,82,0
401,Telangana,tiruchirappalli,10.799797,78.6807052,110453.5970712519,82,0
402,Telangana,bengaluru,12.922427,77.668422,110454.60919842741,82,0
403,Karnataka,mumbai,18.9945351530371,73.1151324189656,110459.16226693423,134,0
404,Delhi,bengaluru,12.976339,77.619717,110454.65789999577,126,0
405,Delhi,dehradun,30.3382561,8.0584541,110524.21942624931,126,0
406,Delhi,delhi,28.6486023,77.1147014,110455.1630337229,126,0
407,Delhi,mumbai,18.9014249045997,73.2365788533079,110459.04082136975,126,0
408,Punjab,mangalore,12.8785935,74.8513216,110457.42630163103,24,0
409,Punjab,kannur,11.874322,75.3872,110456.8904923627,24,0
410,Karnataka,trichur,10.54281,76.184562,110456.09323610071,134,0
411,Maharashtra,tirupati,13.6292765,79.4619883,110452.81558922795,260,0
412,Jharkhand,palakkad,10.770167,76.637861,110455.63991791141,22,0
413,Odisha,goa,15.5162506,73.7684465,110458.50903864742,39,0
414,West Bengal,kolhapur,16.6936726519418,74.2410299261698,110458.03641391666,56,0
415,Andhra Pradesh,kolhapur,16.6856931,74.2084223,110458.06902178051,67,0
416,Chhattisgarh,siliguri,26.7055489,88.4380447,110443.83955504077,18,0
417,Delhi,tirupati,13.648073,79.446494,110452.83108244879,126,0
418,Punjab,siliguri,26.7618706,88.3388182,110443.93878498473,24,0
419,Maharashtra,mumbai,18.6509966955593,72.8740709203267,110459.40333203172,260,0
420,Maharashtra,jaipur,26.8838799908114,75.7397918152921,110456.53781890435,260,0
421,Maharashtra,palakkad,10.7672515526727,76.6603123172791,110455.61746683733,260,0
422,Maharashtra,kochi,10.0026011738437,76.3040071197043,110455.9738384567,260,0
423,Maharashtra,trichur,10.595564727206,76.0443370352623,110456.23345657029,260,0
424,Rajasthan,mumbai,19.1981177009338,72.9674150562047,110459.30998266845,69,0
425,Delhi,bengaluru,12.91371,77.644164,110454.63345698468,126,0
426,Karnataka,bengaluru,12.9757032,77.5877251,110454.68989193601,134,0
427,Tamil Nadu,kollam,8.89921411695274,76.6129967442303,110455.66495401213,176,0
428,Kerala,chennai,12.8570595,80.0694857,110452.2081389284,93,0
429,Kerala,visakhapatnam,17.7407038627437,83.311685815344,110448.96573184138,93,0
430,Kerala,hyderabad,17.5173192,78.3188293,110453.95859311023,93,0
431,Delhi,Delhi,28.599629,77.195806,110455.0819252905,126,0
432,Haryana,Ganaur,29.157569,77.035833,110455.24194323969,62,0
433,Bihar,Gaya,24.525355,84.932182,110447.34530649085,9,0
434,Odisha,Cuttack,20.40517,85.879782,110446.39761377657,39,0
435,Madhya Pradesh,Bhopal,23.259006,77.456769,110454.82067463108,20,0
436,Maharashtra,Nagpur,21.155667,79.078708,110453.19869321564,260,0
437,Maharashtra,Mumbai,19.051601,72.838011,110459.43938785885,260,0
438,Delhi,Delhi,28.578641,77.05962,110455.21810965422,126,0
439,Karnataka,Davangere,14.441957,75.95206,110456.325473787,134,0
440,Tamil Nadu,Krishnagiri,12.5306064,78.2375165,110454.04012965906,176,0
441,Tamil Nadu,Salem,11.682985,78.1260402,110454.15166637691,176,0
442,Maharashtra,Satara,18.11289,73.98985,110458.28756073685,260,0
443,Tamil Nadu,Coimbatore,11.022849,76.951635,110455.32612313291,176,0
444,Tamil Nadu,Chennai,13.0883447,80.1704698,110452.10714015558,176,0
445,Tamil Nadu,Chennai,13.0080236,80.22165,110452.05596499646,176,0
446,Maharashtra,Ahmednagar,19.26433634,74.82719974,110457.45019753587,260,0
447,Uttarakhand,Dehradun,30.289739,77.998788,110454.27908811743,22,0
448,Uttar Pradesh,Agra,27.200798,78.008796,110454.26883498773,87,0
449,Punjab,Chandigarh,30.69649,76.79662,110455.4812948269,24,0
450,Maharashtra,Pune,18.5269679,73.8655123,110458.41189221395,260,0
451,Kerala,Kasargod,12.51382323,75.02713173,110457.25051555489,93,0
452,Karnataka,Tumakuru,13.344796,77.080192,110455.19740224663,134,0
453,Tamil Nadu,Chengampalli,11.213022,77.441968,110454.8357748766,176,0
454,Telangana,Madgulapally,16.991031,79.44047,110452.83696539822,82,0
455,Telangana,Karimnagar,18.417928,79.13639,110453.1410160026,82,0
456,Uttar Pradesh,Muzaffarnagar,29.4585464,77.7397628,110454.53803886031,87,0
457,Uttarakhand,Haridwar,29.942456,78.144234,110454.13361024854,22,0
458,Jharkhand,Ranchi,23.371302,85.350737,110446.92671002561,22,0
459,Andhra Pradesh,Kurnool,15.576915,77.93704,110454.34044271591,67,0
460,Assam,Guwahati,26.164406,91.715516,110440.56205211804,10,0
461,Madhya Pradesh,Bhimavaram,16.5451748,81.5199403,110450.75750806414,20,0
462,Maharashtra,"Amravati, MH",20.909443,77.7522447,110454.52515416905,260,0
463,Maharashtra,Butibori,20.92258656,78.99986387,110453.27753511048,260,0
464,Jharkhand,Jamshedpur,22.800099,86.188305,110446.08912596361,22,0
465,Jharkhand,Jamshedpur,22.802611,86.203633,110446.0737980278,22,0
466,Jharkhand,Jamshedpur,22.808483,86.198276,110446.07915517804,22,0
469,Maharashtra,Nashik,19.973146,73.68105,110458.59634495815,260,0
470,Gujarat,Vadodara,22.271793,73.190795,110459.0866237344,78,0
471,Uttar Pradesh,Gorakhpur,26.743642,84.263369,110448.01423305925,87,0
472,Delhi,Delhi,28.622486,77.09547,110455.18226307628,126,0
473,Uttar Pradesh,Lucknow,26.900894,80.964231,110451.31338079464,87,0
474,Uttar Pradesh,Ayodhya,26.755089,82.141261,110450.13634175685,87,0
475,Delhi,Delhi,28.703312,77.181109,110455.09663043036,126,0
476,Maharashtra,Pune,18.4957722,73.97893593,110458.2984689987,260,0
477,Maharashtra,Mahabaleshwar,17.92564438,73.65552014,110458.62189392043,260,0
478,Delhi,Gurgaon,28.444672,77.08082,110455.19689930632,126,0
479,Rajasthan,Sirohi,24.973775,72.895964,110459.38154384347,69,0
480,Gujarat,Vadodara,22.403828,73.13455,110459.14287155285,78,0
481,Maharashtra,Mumbai,19.11637,72.91086,110459.3665383335,260,0
482,Maharashtra,Mumbai,19.11644,72.90968,110459.36771833296,260,0
483,Jharkhand,Ranchi,23.371745,85.326113,110446.95133403921,22,0
484,Odisha,Bhubaneswar,20.352134,85.8903743,110446.3870212851,39,0
485,Maharashtra,Nashik,19.991881,73.743904,110458.53349095858,260,0
486,Maharashtra,Nashik,19.9932,73.783133,110458.49426195872,260,0
487,Gujarat,Kevadia,21.885704,73.688136,110458.58927539844,78,0
488,Maharashtra,Aurangabad,19.911983,75.232932,110457.04446297883,260,0
489,Maharashtra,Thane,19.25612,72.97145,110459.30594732937,260,0
490,Punjab,Kisangarh,31.431348,75.620357,110456.65763156212,24,0
491,Haryana,Karnal,29.731581,76.976511,110455.30131442519,62,0
492,Uttar Pradesh,Noida,28.59093,77.31969,110454.95804061237,87,0
493,Maharashtra,Ahmednagar,18.9852363,74.5760075,110457.7013919366,260,0
494,Uttar Pradesh,Lucknow,26.86372513,81.01027566,110451.26733381196,87,0
495,Madhya Pradesh,Indore,22.335789,73.173794,110459.10362608076,20,0
496,Madhya Pradesh,Indore,22.6848351,75.8558249,110456.42160317747,20,0
497,West Bengal,Bardhaman,23.663888,87.057978,110445.21947839824,56,0
498,Jharkhand,Dhanbad,23.848551,86.441642,110445.83582071177,22,0
499,West Bengal,Howrah,22.614383,88.273187,110444.00423937822,56,0
500,West Bengal,Coochbehar,26.323416,89.484913,110442.79266413311,56,0
501,Sikkim,Gangtok,27.305524,88.585965,110443.69167290702,2,0
502,West Bengal,Siliguri,26.750937,88.439995,110443.83760751408,56,0
503,West Bengal,Kolkata,22.547449,88.349602,110443.92782280192,56,0
504,Telangana,Hyderabad,17.454398,78.434575,110453.84284883103,82,0
505,Telangana,Hyderabad,17.45848,78.5,110453.77742373779,82,0
506,Telangana,Hyderabad,17.490308,78.354536,110453.92288701577,82,0
507,Jharkhand,Bokaro,23.66473,86.073024,110446.20443242579,22,0
508,West Bengal,Kolkata,22.620585,88.461154,110443.81627252638,56,0
509,Bihar,Patna,25.634199,85105514.0,84994981.72260523,9,1
510,West Bengal,Kolkata,22.607396,88.392281,110443.88514521183,56,0
511,Rajasthan,Jaipur,26.8643722,75.7957703,110456.48183920217,69,0
512,Maharashtra,Pune,18.562826,73.922392,110458.35501204811,260,0
513,Telangana,Hyderabad,17.423858,78.347334,110453.93009053351,82,0
514,Tamil Nadu,Chennai,12.730596,80.00463,110452.27300285608,176,0
515,Tamil Nadu,Chennai,12.875613,80.227372,110452.05025143381,176,0
516,Gujarat,Ahmedabad,23.0522787,72.5710882,110459.70634948552,78,0
517,Delhi,Delhi,28.6034988,77.3354221,110454.94230949298,126,0
518,Delhi,Delhi,28.676246,77.31768,110454.9600572965,126,0
519,Gujarat,Changodar,22.9378139,72.455668,110459.82176656104,78,0
520,Gujarat,Kamod,22.9247437,72.5434955,110459.73393871184,78,0
521,Gujarat,Vadodara,22.3216986,73.154986,110459.12243378114,78,0
522,West Bengal,Siliguri,26.729623,88.373903,110443.90369820931,56,0
524,Tamil Nadu,Coimbatore,11.00269216,77.0387079,110455.23905186959,176,0
525,Tamil Nadu,Mahabalipuram,12.61860448,80.19400597,110452.08363429362,176,0
526,Tamil Nadu,Mahabalipuram,12.6325138,80.1958391,110452.08180023749,176,0
527,Tamil Nadu,Chennai,13.033655,80.255285,110452.02232838162,176,0
528,Maharashtra,Pune,18.4995583,73.8685639,110458.40884097789,260,0
529,Andhra Pradesh,Anantapuram,15.02395,77.620628,110454.65687814244,67,0
530,Odisha,Berhampur,19.298988,84.831762,110447.44563505701,39,0
531,Madhya Pradesh,Indore,22.6520302,75.821321,110456.456106279,20,0
533,Maharashtra,Pune,18.6209574,73.8299842,110458.44741911761,260,0
534,Andhra Pradesh,Ongole,15.6382976,80.0167529,110452.26072738771,67,0
535,Chhattisgarh,Raipur,21.2567897,81.5594445,110450.71795783851,18,0
536,Telangana,Secunderabad,17.478362,78.4737723,110453.80365098569,82,0
537,Chhattisgarh,Bhilai,21.2165392,81.401487,110450.87591488053,18,0
538,Chhattisgarh,Khursipar,21.206036,81.3418606,110450.93554116343,18,0
539,Bihar,Bhagalpur,25.2522094,87.0450289,110445.23249189848,9,0
540,Andhra Pradesh,Vijayawada,16.5812639,80.5263493,110451.75109794729,67,0
541,Delhi,Delhi,28.6422188,77.1058913,110455.17184332207,126,0
542,Delhi,Delhi,28.6933409,77.1531325,110455.12460614323,126,0
543,Delhi,Delhi,28.5512199,77.056702,110455.22102552294,126,0
544,Uttar Pradesh,Ghaziabad,28.6461808,77.3207891,110454.9569458335,87,0
545,Uttarakhand,Dehradun,30.3662595,78.070528,110454.20735528668,22,0
546,Andhra Pradesh,Vizag,17.71241304,83.3184811,110448.9589371339,67,0
547,Maharashtra,Panchgani,17.9335258,73.8158574,110458.46155651416,260,0
548,Maharashtra,Pune,18.99132729,73.94277954,110458.33461984189,260,0
549,Maharashtra,Shirdi,19.7650352,74.4754592,110457.80193596696,260,0
550,Odisha,Balasore,21.497869,86.88961,110445.3877953891,39,0
551,Chhattisgarh,Jagdalpur,19.0657802,81.9635956,110450.3138031409,18,0
552,Assam,Jorhat,26.7470487,94.1680718,110438.10953048652,10,0
553,Rajasthan,Sayri,27.1590851,75.9603844,110456.31724386432,69,0
554,Maharashtra,Mumbai,19.1737611,72.8600172,110459.41738069973,260,0
555,Maharashtra,Mumbai,19.1737611,72.8600172,110459.41738069973,260,0
556,Gujarat,Rajkot,22.225264,70.801197,110461.4762207783,78,0
557,West Bengal,Bayamari,22.4380501,88.763395,110443.51402731298,56,0
558,Assam,Nagaon,26.3123315,92.6401864,110439.63739010217,10,0
559,Telangana,Hyderabad,17.4368304,78.3983261,110453.8790981341,82,0
560,West Bengal,Rupnarayanpur,22.380721,87.365968,110444.91145305157,56,0
561,Odisha,Bhubaneswar,20.238165,85.756643,110446.52075225982,39,0
562,Maharashtra,Navi Mumbai,18.9563188,73.1626506,110459.11474910073,260,0
563,Gujarat,Ahmedabad,23.0633903,72.5317625,110459.74567549511,78,0
564,Gujarat,Ahmedabad,23.0332201,72.5137528,110459.76368435704,78,0
565,Haryana,Hisar,29.1259617,75.8027817,110456.47499191375,62,0
566,Uttar Pradesh,Moradabad,28.828917,78.7328429,110453.54490652661,87,0
567,Delhi,Delhi,28.6868847,76.9849286,110455.29280953358,126,0
568,Karnataka,Belgaum,15.8191673,74.4937744,110457.7836989223,134,0
569,Karnataka,Hubli,15.369541,75.119095,110457.15839617462,134,0
570,Maharashtra,Uruli Kanchan,18.487405,74.146125,110458.13128004147,260,0
571,Uttar Pradesh,Ghaziabad,28.6765653,77.341822,110454.93591532171,87,0
572,Delhi,Delhi,28.7324265,77.1986248,110455.0791169336,126,0
573,Delhi,Delhi,28.61986668,77.11398244,110455.16375043141,126,0
574,Rajasthan,Chittorgarh,24.8276645,74.6272935,110457.65020783612,69,0
575,Tamil Nadu,Dindigul,10.3811273,77.99681425,110454.28099778968,176,0
576,Tamil Nadu,Madurai,9.9642326,78.0650107,110454.21283835608,176,0
577,Karnataka,Bangalore,77.597289,12.889141,110519.40327286268,134,0
578,Maharashtra,Mahabaleshwar,17.92655754,73.69586565,110458.58154839344,260,0
579,Maharashtra,Mahabaleshwar,17.92655754,73.69586565,110458.58154839344,260,0
580,Andhra Pradesh,Tirupati,13.29360934,79.58170947,110452.6958878679,67,0
581,Andhra Pradesh,Chittoor,13.37412051,79.09210293,110453.18548956257,67,0
582,Andhra Pradesh,Gadanki,13.4799438,79.1897903,110453.08779591453,67,0
583,West Bengal,Digha,21.624423,87.528599,110444.74880820102,56,0
584,Andhra Pradesh,Naamavaram,17.3736805,82.5862594,110449.69116630728,67,0
585,Odisha,Jeypore,18.8580983,82.5899867,110449.68741395508,39,0
586,Andhra Pradesh,Chittoor,13.2035919,78.9415658,110453.33603702261,67,0
587,Andhra Pradesh,Rajahmundry,16.9921196,81.7735774,110450.50385796963,67,0
588,Odisha,Bhubaneswar,20.240856,86.758382,110445.51901326615,39,0
589,Maharashtra,Pune,18.621396,73.8384375,110458.43896581221,260,0
590,Odisha,Bhubaneswar,20.296189,85.8040445,110446.47335091075,39,0
591,Odisha,Bhubaneswar,20.3066647,85.8528189,110446.42457654122,39,0
592,Odisha,Bhubaneswar,20.2854839,85.8093251,110446.4680702806,39,0
593,Odisha,Bhubaneswar,20.240903,85.758056,110446.51933926626,39,0
594,Odisha,Keonjhar,20.9187324,86.2169827,110446.06041624791,39,0
595,Odisha,Angul,20.8317557,85.2416603,110447.03573794283,39,0
596,Assam,Guwahati,26.111877,91.759799,110440.51776618903,10,0
597,Rajasthan,Dausa,26.912864,76.466964,110455.81064853648,69,0
598,Rajasthan,Jaipur,27.2377252,75.9485975,110456.32903590355,69,0
599,Rajasthan,Ajmer,26.487745,74.6293164,110457.64827026811,69,0
600,Rajasthan,Beesalpur,25.936068,75.458672,110456.8188835439,69,0
601,Rajasthan,Shahjahanpur,28.0088483,76.4639783,110455.81370846511,69,0
603,Karnataka,Hiriyur,13.9241147,76.6400077,110455.63755326506,134,0
604,Andhra Pradesh,Tirupati,13.6207096,79.3828146,110452.8947634207,67,0
605,Andhra Pradesh,Anantapur,15.1462972,77.3774561,110454.90004462039,67,0
606,West Bengal,Darjeeling,26.7006026,88.3293524,110443.94824703946,56,0
607,Chhattisgarh,Bilaspur,22.0136612,82.0487988,110450.22861488166,18,0
608,Rajasthan,Jajpur,20.9238315,86.2494284,110446.02797059139,69,0
609,Chhattisgarh,Raipur,21.3194434,81.6372966,110450.6401064806,18,0
610,Andhra Pradesh,Kurnool,15.8305662,78.0179892,110454.259483696,67,0
611,Andhra Pradesh,Kurnool,15.8498643,78.0045003,110454.27297187272,67,0
612,Uttar Pradesh,Delhi,28.6197025,77.3411839,110454.93654895927,87,0
613,Tamil Nadu,Chennai,13.0417246,80.1258208,110452.15179207416,176,0
614,Kerala,Aluva,10.0999671,76.3476841,110455.93015272457,93,0
615,Kerala,Kochi,9.9644345,76.3184956,110455.95935343059,93,0
616,Karnataka,Chikmagalur,13.3366283,75.8178783,110456.45971643529,134,0
617,Andhra Pradesh,Proddatur,14.7529922,78.5550768,110453.72244183341,67,0
618,Haryana,Gurgaon,28.4438196,77.1117253,110455.16599394109,62,0
619,Maharashtra,Nashik,19.9594519,73.7591054,110458.51828955984,260,0
620,Maharashtra,Latur,18.4159831,76.5356299,110455.74177612987,260,0
621,Maharashtra,Nagpur,20.9286205,79.001812,110453.27558703216,260,0
622,Uttar Pradesh,Ghaziabad,28.6195483,77.4838183,110454.79391454766,87,0
623,Uttar Pradesh,Ghaziabad,28.7712124,78.0976854,110454.18005941667,87,0
624,Delhi,Delhi,28.6179662,77.2487894,110455.0289433232,126,0
625,Uttar Pradesh,Muzaffarnagar,29.4118349,77.7006719,110454.57712576151,87,0
626,Maharashtra,Mumbai,19.1063175,72.8603219,110459.41707651255,260,0
627,Maharashtra,Mumbai,19.1142415,72.8518766,110459.42552175016,260,0
628,Maharashtra,Mumbai,18.9241214,72.8328155,110459.44458450377,260,0
629,Gujarat,Bharuch,21.7164114,72.6562979,110459.62111070719,78,0
630,Gujarat,Vadodara,22.3205834,73.1883779,110459.0890418575,78,0
631,Maharashtra,Nashik,19.9625471,73.7652956,110458.5120993593,260,0
632,Rajasthan,Jaipur,26.8923514,75.8257073,110456.45190394964,69,0
633,Maharashtra,Aurangabad,19.9116134,75.348291,110456.92910397906,260,0
634,Gujarat,Junagadh,21.52840996,70.45845795,110461.81894786148,78,0
635,Gujarat,Bhuj,23.2655334,69.6786728,110462.5987710216,78,0
636,Uttar Pradesh,Muzaffarnagar,29.3313177,77.721274,110454.55651681544,87,0
637,Rajasthan,Shahpura,27.4914624,76.0530077,110456.22464266763,69,0
638,Uttarakhand ,Haridwar,29.9512388,78.0759131,110454.2019319408,2,0
639,Uttarakhand ,Haridwar,29.9276885,78.0648679,110454.21297501723,2,0
640,Kerala,Kuttikkanam,9.5802797,76.9701859,110455.3076986344,93,0
641,Rajasthan,Jaipur,26.9206169,75.7975173,110456.48009572206,69,0
642,Telangana,Adilabad,19.6560251,78.52951,110453.74788543285,82,0
643,Karnataka,Bangalore,12.98452275,77.74323914,110454.5343773374,134,0
644,Karnataka,Bangalore,12.85190327,77.66662247,110454.61100248604,134,0
645,Karnataka,Bangalore,12.97720222,77.72974546,110454.54787148125,134,0
646,Karnataka,Bangalore,12.96365147,77.70295917,110454.57465863113,134,0
647,Karnataka,Bangalore,12.96986878,77.72521742,110454.55239998642,134,0
648,Karnataka,Bangalore,12.94340928,77.69041467,110454.5872044188,134,0
649,Karnataka,Bangalore,12.9472482,77.64471171,110454.6329071342,134,0
650,Karnataka,Bellary,15.18446555,76.66276174,110455.61473731602,134,0
651,Haryana,Gurgaon,28.25547179,77.05044021,110455.22726475888,62,0
652,Haryana,Gurgaon,28.40501523,77.09266673,110455.18504954438,62,0
653,Haryana,Gurgaon,28.40596414,77.04509603,110455.23262031662,62,0
654,Haryana,Gurgaon,28.42487691,77.03101261,110455.24670518095,62,0
655,Haryana,Gurgaon,28.44588294,77.04060087,110455.23711852901,62,0
656,Haryana,Gurgaon,28.37480792,76.91054184,110455.36717213388,62,0
657,Telangana,Hyderabad,17.41816383,78.34665104,110453.93077362544,82,0
658,Maharashtra,Indore,22.73778248,75.8612835,110456.41614588677,260,0
659,Maharashtra,Mumbai,19.12012455,72.88724762,110459.39015068421,260,0
660,Delhi,New Delhi,28.52360775,77.08321547,110455.19450991377,126,0
661,Uttar Pradesh,Noida,28.54498268,77.39461034,110454.88311670013,87,0
662,Madhya Pradesh,Ujjain,23.179326,75.78437678,110456.49306451365,20,0
663,Delhi,Delhi,28.6305311,77.2926978,110454.98503590666,126,0
664,Haryana,Gurgaon,28.49807984,77.09116915,110455.18655426218,62,0
665,Gujarat,Ahmedabad,23.04430424,72.51767735,110459.75976011397,78,0
666,Gujarat,Ahmedabad,23.01303861,72.52421557,110459.75322103103,78,0
667,Karnataka,Bangalore,13.15280614,77.56897045,110454.7086354974,134,0
668,Karnataka,Bangalore,12.911365,77.648946,110454.62867513474,134,0
669,Karnataka,Bangalore,12.916948,77.610212,110454.66740877752,134,0
670,Karnataka,Bangalore,12.95903244,77.66355582,110454.61406227456,134,0
671,Karnataka,Bangalore,12.964421,77.644132,110454.63348575214,134,0
672,Karnataka,Bangalore,12.926063,77.547841,110454.7297791949,134,0
673,Karnataka,Bangalore,12.94980783,77.54076228,110454.73685640105,134,0
674,Karnataka,Bangalore,12.97610693,77.58824006,110454.68937695041,134,0
675,Karnataka,Bangalore,12.9947017,77.70020485,110454.57741098313,134,0
676,Karnataka,Bangalore,13.0202335,77.64092334,110454.6366908813,134,0
677,Karnataka,Bangalore,13.04139,77.62059,110454.65702289024,134,0
678,Karnataka,Bangalore,13.037895,77.55769,110454.71992310972,134,0
679,Karnataka,Bangalore,13.095602,77.594068,110454.683541498,134,0
680,Karnataka,Bangalore,13.14069,77.617988,110454.65961869704,134,0
681,Tamil Nadu,Chennai,12.87627,80.22709415,110452.05052924155,176,0
682,Tamil Nadu,Chennai,13.03301719,80.18431324,110452.0933001816,176,0
683,Tamil Nadu,Chennai,13.07514384,80.21984698,110452.05776380013,176,0
684,Tamil Nadu,Chennai,13.00444547,80.20161257,110452.07600265233,176,0
685,Tamil Nadu,Chennai,13.02450612,80.22884568,110452.04876827731,176,0
686,Tamil Nadu,Chennai,13.03152957,80.2399704,110452.03764311527,176,0
687,Tamil Nadu,Chennai,13.07376771,80.19493137,110452.08267949612,176,0
688,Tamil Nadu,Chennai,13.0854925,80.20160618,110452.07600395364,176,0
689,Tamil Nadu,Chennai,13.08478145,80.21972007,110452.05789010806,176,0
690,Tamil Nadu,Chennai,13.07936745,80.26146373,110452.01614678626,176,0
691,Tamil Nadu,Chennai,13.08738029,80.2851703,110451.99243971598,176,0
692,Delhi,Delhi,28.54873377,77.19657963,110455.08114770046,126,0
693,Delhi,Delhi,28.55155916,77.24469874,110455.03302880983,126,0
694,Kerala,Ernakulam,10.01921939,76.30459452,110455.97324955655,93,0
695,Haryana,Gurgaon,28.42061615,77.10537261,110455.17234485547,62,0
696,Haryana,Panchkula,30.76862873,76.85381552,110455.42410632972,62,0
697,Telangana,Hyderabad,17.391095,78.558504,110453.71892129662,82,0
698,Telangana,Hyderabad,17.428624,78.450418,110453.82700642337,82,0
699,Telangana,Hyderabad,17.44798402,78.38432828,110453.89309569786,82,0
700,Telangana,Hyderabad,17.49699433,78.37194716,110453.90547570525,82,0
701,Jharkhand,Jamshedpur,22.7941,86.1838,110446.09363081062,22,0
702,Jharkhand,Jamshedpur,22.82275277,86.18177379,110446.0956577544,22,0
703,Kerala,Kochi,9.977005426,76.27780265,110456.00004524128,93,0
704,West Bengal,Kolkata,22.50955717,88.36672101,110443.91070291755,56,0
705,West Bengal,Kolkata,22.56979794,88.51722683,110443.76019849378,56,0
706,West Bengal,Kolkata,22.57724568,88.47966408,110443.79776141867,56,0
707,West Bengal,Kolkata,22.57892795,88.46050484,110443.81692069824,56,0
708,West Bengal,Kolkata,22.57885907,88.45300713,110443.82441840663,56,0
709,West Bengal,Kolkata,22.58558231,88.456438,110443.82098769503,56,0
710,West Bengal,Kolkata,22.60315379,88.46715353,110443.81027258099,56,0
711,West Bengal,Kolkata,22.60762511,88.46341447,110443.81401174728,56,0
712,West Bengal,Kolkata,22.61075181,88.46672221,110443.81070408171,56,0
713,West Bengal,Kolkata,22.61822126,88.46650934,110443.8109171299,56,0
714,Kerala,Kollam,8.892999143,76.57939218,110455.69855919982,93,0
715,Maharashtra,Mumbai,19.10514321,72.8869012,110459.39049722184,260,0
716,Maharashtra,Mumbai ,19.17674569,72.94574801,110459.33164986799,260,0
717,Maharashtra,Nagpur,21.0870127,79.0636227,110453.21377780616,260,0
718,Kerala,Nemom,8.453971667,77.00415034,110455.27384598178,93,0
719,Delhi,New Delhi,28.54851804,77.10435748,110455.17336983346,126,0
720,Delhi,New Delhi,28.52290663,77.15668214,110455.12104318976,126,0
721,Delhi,New Delhi,28.52544024,77.15590041,110455.12182511576,126,0
722,Delhi,New Delhi,28.53646664,77.21145062,110455.06627575954,126,0
723,Delhi,New Delhi,28.55773691,77.1579439,110455.11978412916,126,0
724,Delhi,New Delhi,28.5495423,77.2545699,110455.02315749337,126,0
725,Delhi,New Delhi,28.55177869,77.2033166,110455.07441096674,126,0
726,Delhi,New Delhi,28.55917249,77.19648462,110455.08124352076,126,0
727,Delhi,New Delhi,28.55560464,77.23371054,110455.04401732382,126,0
728,Delhi,New Delhi,28.86883053,77.14376226,110455.13399036635,126,0
729,Delhi,New Delhi,28.57357604,77.207152,110455.07057726049,126,0
730,Delhi,New Delhi,28.57729829,77.19690865,110455.08082090011,126,0
731,Delhi,New Delhi,28.577623,77.2038986,110455.07383097542,126,0
732,Delhi,New Delhi,28.58267379,77.17947959,110455.09825037859,126,0
733,Delhi,New Delhi,28.58704293,77.17767714,110455.10005316898,126,0
734,Delhi,New Delhi,28.58556496,77.1913234,110455.08640679387,126,0
735,Delhi,New Delhi,28.58664525,77.19360781,110455.08412246803,126,0
736,Delhi,New Delhi,28.580532,77.221048,110455.05668180193,126,0
737,Delhi,New Delhi,28.583518,77.222057,110455.05567303448,126,0
738,Delhi,New Delhi,28.584365,77.22054,110455.05719010046,126,0
739,Delhi,New Delhi,28.581051,77.227075,110455.05065484237,126,0
740,Delhi,New Delhi,28.588117,77.217564,110455.0601663928,126,0
741,Delhi,New Delhi,28.590402,77.220192,110455.05753857092,126,0
742,Delhi,New Delhi,28.5885055,77.2570236,110455.0207068232,126,0
743,Delhi,New Delhi,28.601809,77.186432,110455.09129946062,126,0
744,Delhi,New Delhi,28.600324,77.226883,110455.05084834485,126,0
